article,rank,timestamp,total.total,month,timeRange.start,timeRange.end
Far_til_fire,191,1622505600000,4810,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Jonathan_Richter,192,1622505600000,4801,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Fodbold,193,1622505600000,4797,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Baku_Olympic_Stadium,194,1622505600000,4781,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Anders_Fogh_Rasmussen,195,1622505600000,4778,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Militær_rang,196,1622505600000,4742,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Solhverv,197,1622505600000,4716,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Michael_Jackson,198,1622505600000,4715,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Remee,199,1622505600000,4712,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Henrik_Larsen_(fodboldspiller),200,1622505600000,4656,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Johan_Cruijff_ArenA,201,1622505600000,4638,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Helle_Thorning-Schmidt,202,1622505600000,4636,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Google,203,1622505600000,4635,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Retfærdighedens_ryttere,204,1622505600000,4631,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Elon_Musk,205,1622505600000,4631,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Danske_statsministre,206,1622505600000,4630,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Afdeling_Q,207,1622505600000,4626,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Nikolaj_Lie_Kaas,208,1622505600000,4609,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Robin_Gibb,209,1622505600000,4601,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Robert_Lewandowski,210,1622505600000,4591,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Andreas_Skov_Olsen,211,1622505600000,4575,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Prins_Christian,212,1622505600000,4552,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Danmarks_Riges_Grundlov,213,1622505600000,4548,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Tia_Carrere,214,1622505600000,4538,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Andrij_Sjevtjenko,215,1622505600000,4537,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Kim_Larsen,216,1622505600000,4537,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
1._verdenskrig,217,1622505600000,4527,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Lars_Løkke_Rasmussen,218,1622505600000,4522,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Kommuner_i_Danmark_efter_indbyggertal,219,1622505600000,4514,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Vibeke_Manniche,220,1622505600000,4504,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
"Paradise_Hotel_(Danmark,_sæson_11)",221,1622505600000,4504,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Grønland,222,1622505600000,4477,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Folketinget,223,1622505600000,4477,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Stig_Tøfting,224,1622505600000,4461,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Google_Chrome,225,1622505600000,4428,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Finland,226,1622505600000,4419,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
McDonald's,227,1622505600000,4415,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Olsen-banden,228,1622505600000,4412,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
"Kvalifikation_til_VM_i_fodbold_2022,_UEFA",229,1622505600000,4408,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Sergio_Ramos,230,1622505600000,4400,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Andreas_Laudrup,231,1622505600000,4366,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Caroline_Wozniacki,232,1622505600000,4346,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Mark_Cavendish,233,1622505600000,4343,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Portugal,234,1622505600000,4302,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Nelson_Mandela,235,1622505600000,4297,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Romertal,236,1622505600000,4295,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Karim_Benzema,237,1622505600000,4276,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Natasja_Crone,238,1622505600000,4274,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
N'Golo_Kanté,239,1622505600000,4274,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Mikkel_Bischoff,240,1622505600000,4262,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Christian_4.,241,1622505600000,4261,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Matador_(tv-serie),242,1622505600000,4257,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
David_Beckham,243,1622505600000,4256,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Lars_Elstrup,244,1622505600000,4252,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Kim_Kardashian,245,1622505600000,4201,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Regeringen_Mette_Frederiksen,246,1622505600000,4190,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
U.C._Sampdoria,247,1622505600000,4179,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
"Paradise_Hotel_(Danmark,_sæson_13)",248,1622505600000,4178,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Fernando_Torres,249,1622505600000,4173,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Morten_Wieghorst,250,1622505600000,4158,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Italien,251,1622505600000,4152,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Barry_Gibb,252,1622505600000,4149,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Solsort,253,1622505600000,4146,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Dennis_Rommedahl,254,1622505600000,4128,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Matthew_Perry,255,1622505600000,4109,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Lukáš_Hrádecký,256,1622505600000,4096,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Ukraine,257,1622505600000,4095,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
"Europamesterskabet_i_fodbold_2021,_Gruppe_B",258,1622505600000,4089,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Tour_de_France_2020,259,1622505600000,4072,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Verdens_lande,260,1622505600000,4070,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Østervrå,261,1622505600000,4065,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Peter_Lundin,262,1622505600000,4052,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Ungarn,263,1622505600000,4039,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Karen_Blixen,264,1622505600000,4033,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Jennifer_Aniston,265,1622505600000,4030,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Prins_Joachim,266,1622505600000,4023,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
UEFA_Champions_League,267,1622505600000,4017,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Gianluigi_Buffon,268,1622505600000,4014,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Antoine_Griezmann,269,1622505600000,4008,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Europamesterskabet_i_fodbold_2008,270,1622505600000,3999,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Studenterhue_(Danmark),271,1622505600000,3993,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Malta,272,1622505600000,3986,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Malte_Ebert,273,1622505600000,3980,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Michael_Bruun_(musiker),274,1622505600000,3976,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Livsvarigt_fængsel,275,1622505600000,3946,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Frank_Erichsen,276,1622505600000,3938,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Stormester_(tv-program),277,1622505600000,3912,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Spaniens_fodboldlandshold,278,1622505600000,3911,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Tyrkiet,279,1622505600000,3908,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Sverige,280,1622505600000,3899,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Inger_Støjberg,281,1622505600000,3877,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
UEFA,282,1622505600000,3877,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Sommer,283,1622505600000,3857,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
"Paradise_Hotel_(Danmark,_sæson_14)",284,1622505600000,3848,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Arne_Stæhr_Johansen,285,1622505600000,3826,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Sovjetunionen,286,1622505600000,3825,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Mattias_Tesfaye,287,1622505600000,3825,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Frankfurt_am_Main,288,1622505600000,3823,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Bjarne_Riis,289,1622505600000,3820,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Daniel_Agger,290,1622505600000,3818,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
"Paradise_Hotel_(Danmark,_sæson_15)",291,1622505600000,3798,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Sharon_Tate,292,1622505600000,3790,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Krzysztof_Kieślowski,293,1622505600000,3766,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Grundstof,294,1622505600000,3765,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Natasja,295,1622505600000,3736,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Goran_Pandev,296,1622505600000,3722,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Joey_Moe,297,1622505600000,3708,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Moderaterne_(dansk_parti),298,1622505600000,3691,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Postnumre_i_Danmark,299,1622505600000,3691,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Carsten_Bjørnlund,300,1622505600000,3690,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Luka_Modrić,301,1622505600000,3677,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Danske_fodboldlandskampe_i_1992,302,1622505600000,3675,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
VM_i_fodbold_2014,303,1622505600000,3674,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Mads_Mikkelsen,304,1622505600000,3672,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Képler_Laveran_Lima_Ferreira,305,1622505600000,3668,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Ghita_Nørby,306,1622505600000,3652,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Regnar_Lodbrog,307,1622505600000,3644,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Det_Moderne_Gennembrud,308,1622505600000,3641,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Marie_Curie,309,1622505600000,3632,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Per_Røntved,310,1622505600000,3631,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Alphabeat,311,1622505600000,3629,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Stine_Bramsen,312,1622505600000,3626,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
D-dag,313,1622505600000,3612,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
"Nicolai_Jørgensen_(fodboldspiller,_født_1991)",314,1622505600000,3605,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Andrea_Bocelli,315,1622505600000,3593,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Thomas_Gravesen,316,1622505600000,3588,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Englands_fodboldlandshold,317,1622505600000,3577,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Eksistentialisme,318,1622505600000,3576,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Memphis_Depay,319,1622505600000,3560,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Star_Wars,320,1622505600000,3559,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Figurer_i_Matador,321,1622505600000,3553,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Men_In_Black_(protestgruppe),322,1622505600000,3546,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Romantikken,323,1622505600000,3544,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Paprika_Steen,324,1622505600000,3544,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Frankrig,325,1622505600000,3532,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Bornholm,326,1622505600000,3528,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Marcel_Lychau_Hansen,327,1622505600000,3526,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Frank_Arnesen,328,1622505600000,3522,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
LGBT,329,1622505600000,3521,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Europamesterskabet_i_fodbold_2000,330,1622505600000,3515,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Paul_Pogba,331,1622505600000,3515,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Anja_Andersen,332,1622505600000,3511,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Sanne_Salomonsen,333,1622505600000,3508,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Island,334,1622505600000,3495,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Jesper_Grønkjær,335,1622505600000,3495,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Jan_Mølby,336,1622505600000,3482,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Spanien,337,1622505600000,3464,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Henrik_Dalsgaard,338,1622505600000,3450,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Tour_de_Suisse_2021,339,1622505600000,3414,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Så_længe_jeg_lever_(film),340,1622505600000,3406,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Thomas_Müller,341,1622505600000,3397,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Jonas_Wind,342,1622505600000,3391,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Per_Frimann,343,1622505600000,3386,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Portugals_fodboldlandshold,344,1622505600000,3385,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Hans_Holtegaard,345,1622505600000,3382,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Radikale_Venstre,346,1622505600000,3376,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Ibi_Makienok,347,1622505600000,3371,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Wales'_fodboldlandshold,348,1622505600000,3363,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Varmekapacitet,349,1622505600000,3362,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Leonardo_DiCaprio,350,1622505600000,3357,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Brøndby_IF,351,1622505600000,3351,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Mallorca,352,1622505600000,3348,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Brasilien,353,1622505600000,3339,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Carlo_Ancelotti,354,1622505600000,3338,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Frank_de_Boer,355,1622505600000,3336,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Mogens_Wieth,356,1622505600000,3334,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Skotland,357,1622505600000,3330,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Svinkløv_Badehotel,358,1622505600000,3324,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Pablo_Escobar,359,1622505600000,3323,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Europamesterskabet_i_fodbold_2024,360,1622505600000,3321,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Caroline_Fleming,361,1622505600000,3319,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Aarhus,362,1622505600000,3307,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Otto_Brandenburg,363,1622505600000,3298,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Tanja_Grunwald,364,1622505600000,3297,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Yahya_Hassan,365,1622505600000,3294,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Peter_Arnfeldt,366,1622505600000,3290,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
"Thomas_Sørensen_(fodboldspiller,_født_1976)",367,1622505600000,3287,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Elvis_Presley,368,1622505600000,3285,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Jugoslavien,369,1622505600000,3284,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Verdens_rigeste_personer,370,1622505600000,3278,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
"Henrik_Andersen_(fodboldspiller,_født_1965)",371,1622505600000,3277,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Roberto_Baggio,372,1622505600000,3274,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Thorgan_Hazard,373,1622505600000,3270,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Kasper_Fisker,374,1622505600000,3267,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Socialdemokratiet,375,1622505600000,3267,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Fascisme,376,1622505600000,3265,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Stephen_Hawking,377,1622505600000,3260,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Lykke_Friis,378,1622505600000,3260,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Vladimir_Putin,379,1622505600000,3252,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
Superligaen,380,1622505600000,3235,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
VM_i_fodbold_1998,381,1622505600000,3229,2021-06-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,2021-07-01T00:00:00.000Z
